Date,Mean_Large_Scale_Rain_mmhr,Variance_Large_Scale_Rain_mmhr
2024-03-10,1.1126200358072917e-06,1.1508029097563435e-11
2024-03-11,0.0,0.0
2024-03-12,0.0,0.0
2024-03-13,0.0,0.0
2024-03-14,0.0,0.0
2024-03-15,0.0,0.0
2024-03-16,0.0,0.0
2024-03-17,0.0,0.0
2024-03-18,2.284844716389974e-07,1.0017665709306633e-12
2024-03-19,1.341104507446289e-05,2.2733814830644405e-10
2024-03-20,3.0795733133951825e-07,1.470724776532332e-12
2024-03-21,0.0,0.0
2024-03-22,0.0,0.0
2024-03-23,0.0,0.0
2024-03-24,0.0,0.0
2024-03-25,4.639228185017903e-06,1.4168212282407284e-10
2024-03-26,0.0,0.0
2024-03-27,0.0,0.0
2024-03-28,1.1722246805826824e-06,4.494972295611255e-12
2024-03-29,2.8202931086222332e-05,2.2707547447314233e-09
2024-03-30,3.283222516377767e-05,4.744821918083946e-09
2024-03-31,6.680687268575032e-06,1.8684014829122763e-10
2024-04-01,9.934107462565105e-08,1.0500242650677035e-13
2024-04-02,8.99036725362142e-06,1.6452844025454597e-10
2024-04-03,3.779927889506022e-06,2.95674349201944e-11
2024-04-04,3.1088789304097496e-05,1.1522894983863172e-09
2024-04-05,0.0,0.0
2024-04-06,0.0,0.0
2024-04-07,6.953875223795573e-08,1.1121967544467115e-13
2024-04-08,0.0,0.0
2024-04-09,3.743171691894531e-05,3.1552076507068705e-09
2024-04-10,1.1915961901346842e-05,4.938064525185203e-10
2024-04-11,0.0,0.0
2024-04-12,0.0,0.0
2024-04-13,7.078051567077637e-06,5.136771748700161e-10
2024-04-14,2.410014470418294e-05,1.267199283776992e-09
2024-04-15,5.106131235758464e-06,1.4851132669314712e-10
2024-04-16,0.0,0.0
2024-04-17,3.9736429850260414e-08,3.631662871662736e-14
2024-04-18,1.4523665110270182e-05,9.016688630304593e-10
2024-04-19,4.42663828531901e-05,2.4371505307701437e-09
2024-04-20,1.5348196029663086e-06,1.693615618118353e-11
2024-04-21,3.203749656677246e-06,6.936947312870719e-11
2024-04-22,3.481904665629069e-06,4.7543574015978454e-11
2024-04-23,0.0,0.0
2024-04-24,0.0,0.0
2024-04-25,1.9868214925130207e-08,9.079157179156838e-15
2024-04-26,0.0,0.0
2024-04-27,0.0,0.0
2024-04-28,5.463759104410807e-07,3.8060419013971926e-12
2024-04-29,5.767742792765299e-05,1.0486184562650019e-08
2024-04-30,0.0,0.0
2024-05-01,0.0,0.0
2024-05-02,4.967053731282552e-08,5.6744732369730227e-14
2024-05-03,3.511210282643636e-05,1.645367077153361e-09
2024-05-04,2.284844716389974e-07,3.492514919243045e-13
2024-05-05,2.4924675623575847e-05,3.4416593032283847e-09
2024-05-06,2.7815500895182293e-07,1.7795148071147383e-12
2024-05-07,0.0,0.0
2024-05-08,1.0232130686442058e-06,8.201932959966348e-12
2024-05-09,0.0,0.0
2024-05-10,0.0,0.0
2024-05-11,8.351604143778484e-05,2.308532732876581e-08
2024-05-12,0.0,0.0
2024-05-13,0.0,0.0
2024-05-14,4.001458485921224e-05,7.100045785869547e-09
2024-05-15,1.0927518208821615e-05,9.932471635288995e-10
2024-05-16,0.0,0.0
2024-05-17,0.0,0.0
2024-05-18,0.0,0.0
2024-05-19,2.313653628031413e-05,2.459768586346755e-09
2024-05-20,3.725290298461914e-06,6.526483057693137e-11
2024-05-21,1.986821492513021e-07,1.689512727251794e-13
2024-05-22,0.0,0.0
2024-05-23,0.0,0.0
2024-05-24,4.967053731282552e-09,5.674473236973025e-16
2024-05-25,2.0265579223632812e-06,2.565532971251135e-11
2024-05-26,5.182623863220215e-05,1.1893882915596047e-08
2024-05-27,1.8924474716186523e-06,2.6022813533662276e-11
2024-05-28,1.9063552220662434e-05,1.0529460760090437e-09
2024-05-29,4.0143728256225586e-05,3.605130712476997e-09
2024-05-30,5.116065343221029e-05,5.712973995110183e-09
2024-05-31,4.064540068308512e-05,6.577745730811873e-09
2024-06-01,0.0,0.0
2024-06-02,0.0,0.0
2024-06-03,0.0,0.0
2024-06-04,8.771816889444986e-06,2.2765424113736613e-10
2024-06-05,8.09629758199056e-07,1.5076507943313624e-11
2024-06-06,1.4960765838623047e-05,1.0321580627229803e-09
2024-06-07,7.821619510650635e-05,9.002771047169253e-09
2024-06-08,1.67389710744222e-05,8.334700830737853e-10
2024-06-09,6.92903995513916e-06,2.3221994697545748e-10
2024-06-10,5.880991617838542e-06,1.8452636949304056e-10
2024-06-11,0.0,0.0
2024-06-12,0.0,0.0
2024-06-13,0.0,0.0
2024-06-14,0.0,0.0
2024-06-15,0.0,0.0
2024-06-16,9.457270304361979e-06,1.0062856227300978e-09
2024-06-17,1.8561879793802898e-05,3.8218610992007346e-10
2024-06-18,2.125898996988932e-06,2.3501990477193954e-11
2024-06-19,0.0,0.0
2024-06-20,0.0,0.0
2024-06-21,0.0,0.0
2024-06-22,0.0,0.0
2024-06-23,0.0,0.0
2024-06-24,0.0,0.0
2024-06-25,0.0,0.0
2024-06-26,0.0,0.0
2024-06-27,0.0,0.0
2024-06-28,0.0,0.0
2024-06-29,0.0,0.0
2024-06-30,0.0,0.0
2024-07-01,0.0,0.0
2024-07-02,0.0,0.0
2024-07-03,4.867712656656901e-05,4.858785571413035e-09
2024-07-04,2.6812156041463215e-05,1.6352488745812683e-09
2024-07-05,1.8998980522155762e-05,1.1609046316844267e-09
2024-07-06,8.742014567057291e-07,1.716513351210677e-11
2024-07-07,4.378954569498698e-05,8.308123571825693e-09
2024-07-08,5.0763289133707685e-06,8.893971978649362e-11
2024-07-09,3.6656856536865234e-06,2.8140156871359068e-11
2024-07-10,0.0,0.0
2024-07-11,9.934107462565104e-09,2.26978929478921e-15
2024-07-12,0.0,0.0
2024-07-13,0.0,0.0
2024-07-14,0.0,0.0
2024-07-15,0.0,0.0
2024-07-16,0.0,0.0
2024-07-17,0.0,0.0
2024-07-18,6.054838498433431e-06,8.509102064932805e-11
2024-07-19,6.059805552164713e-07,3.70893439417664e-12
2024-07-20,0.0,0.0
2024-07-21,0.0,0.0
2024-07-22,0.00014619529247283936,3.209452947849911e-08
2024-07-23,5.364418029785156e-06,4.235474193592381e-10
2024-07-24,6.953875223795573e-08,1.1121967544467114e-13
2024-07-25,0.0,0.0
2024-07-26,0.0,0.0
2024-07-27,0.0,0.0
2024-07-28,0.0,0.0
2024-07-29,1.4056762059529623e-05,5.082345408722076e-10
2024-07-30,0.0,0.0
2024-07-31,2.6623407999674478e-06,7.808706767617779e-11
2024-08-01,0.0,0.0
2024-08-02,3.923972447713216e-07,1.1824368644713307e-12
2024-08-03,0.0,0.0
2024-08-04,3.2434860865275064e-06,9.305857319298462e-11
2024-08-05,5.9157609939575195e-06,6.806503508964094e-11
2024-08-06,2.1273891131083172e-05,5.620795434029762e-10
2024-08-07,3.129243850708008e-07,4.261035968511351e-13
2024-08-08,4.470348358154297e-07,1.947183155455908e-12
2024-08-09,7.450580596923828e-07,3.0769461053144673e-12
2024-08-10,6.884336471557617e-06,2.8768365467612966e-10
2024-08-11,9.288390477498373e-06,9.473215298625195e-10
2024-08-12,3.4769376118977863e-07,2.780491886116779e-12
2024-08-13,0.0,0.0
2024-08-14,0.0,0.0
2024-08-15,0.0,0.0
2024-08-16,4.539887110392253e-06,2.2290899990038163e-10
2024-08-17,5.109608173370361e-05,1.897732437861066e-08
2024-08-18,2.5918086369832356e-05,4.9762835827335796e-09
2024-08-19,4.698832829793294e-06,2.2277162830480148e-10
2024-08-20,0.0,0.0
2024-08-21,0.0,0.0
2024-08-22,0.0,0.0
2024-08-23,0.0,0.0
2024-08-24,0.0,0.0
2024-08-25,6.452202796936035e-06,2.6368041083912885e-10
2024-08-26,0.0,0.0
2024-08-27,2.689659595489502e-05,1.7932509551362348e-09
2024-08-28,9.164214134216309e-06,7.390062635910984e-10
2024-08-29,0.0,0.0
2024-08-30,5.885958671569824e-06,8.197983033160956e-11
2024-08-31,2.135336399078369e-05,6.323916945660812e-10
2024-09-01,3.760059674580892e-06,5.0125212622573476e-11
2024-09-02,1.3142824172973633e-05,7.399476587011122e-10
2024-09-03,3.887216250101725e-05,2.502692473014021e-09
2024-09-04,0.00010433793067932129,1.7636554439093288e-08
2024-09-05,4.967053731282552e-09,5.674473236973025e-16
2024-09-06,1.4603137969970703e-06,9.626965891129657e-12
2024-09-07,1.7270445823669434e-05,6.323798521871519e-10
2024-09-08,8.539358774820964e-05,2.4454330905933203e-09
2024-09-09,5.262096722920736e-05,6.020574162669672e-09
2024-09-10,8.677442868550619e-06,1.4498622056022567e-10
2024-09-11,3.0299027760823566e-07,1.2256615475634023e-12
2024-09-12,0.0,0.0
2024-09-13,2.483526865641276e-08,3.5280420560310527e-15
2024-09-14,2.9668211936950684e-05,6.128646997301719e-09
2024-09-15,7.599592208862305e-07,4.5496199400455834e-12
2024-09-16,3.968675931294759e-06,3.6457330981281517e-11
2024-09-17,3.9264559745788574e-05,3.1671457308609283e-09
2024-09-18,7.818142573038736e-06,2.0371131941803667e-10
2024-09-19,0.0,0.0
2024-09-20,0.0,0.0
2024-09-21,5.299846331278483e-06,1.0489503093285496e-10
2024-09-22,0.0,0.0
2024-09-23,1.7484029134114583e-06,1.4038745474762324e-11
2024-09-24,4.967053731282552e-08,5.6744732369730265e-14
2024-09-25,1.0331471761067708e-06,5.86276706194945e-12
2024-09-26,2.7418136596679688e-06,1.853687573808808e-11
2024-09-27,6.7551930745442706e-06,3.0785053518734964e-11
2024-09-28,1.9868214925130207e-08,9.079157179156848e-15
2024-09-29,1.9073486328125e-06,3.122598476087054e-11
2024-09-30,4.6218434969584145e-05,4.616551856844668e-09
2024-10-01,1.5894571940104167e-06,2.2423149756731524e-11
2024-10-02,1.241763432820638e-06,5.362130492711812e-12
2024-10-03,2.37425168355306e-06,6.170964973585393e-12
2024-10-04,0.0,0.0
2024-10-05,0.0,0.0
2024-10-06,3.889203071594238e-06,1.7673780957257654e-10
2024-10-07,2.6399890581766765e-05,3.571741988592534e-09
2024-10-08,5.704661210378011e-05,8.04826898952942e-09
2024-10-09,9.064873059590658e-06,5.22671066920882e-10
2024-10-10,0.0,0.0
2024-10-11,0.0,0.0
2024-10-12,0.0,0.0
2024-10-13,0.0,0.0
2024-10-14,0.0,0.0
2024-10-15,6.457169850667317e-08,9.589859770484408e-14
2024-10-16,3.034869829813639e-06,5.941792736842265e-11
2024-10-17,0.0,0.0
2024-10-18,0.0,0.0
2024-10-19,7.450580596923828e-08,1.27675647831893e-13
2024-10-20,4.738569259643555e-06,5.800071534167728e-11
2024-10-21,3.069142500559489e-05,8.265826295033524e-10
2024-10-22,5.260109901428223e-06,8.604472689910381e-11
2024-10-23,0.0,0.0
2024-10-24,1.0485450426737467e-05,1.2700297603708407e-10
2024-10-25,3.028412659962972e-05,2.0962259829183778e-09
2024-10-26,2.483526865641276e-07,1.105979505508812e-12
2024-10-27,1.8308560053507488e-05,7.496639358666668e-10
2024-10-28,3.150602181752523e-05,6.551961319169032e-09
2024-10-29,6.765127182006836e-06,6.372295284033196e-11
2024-10-30,3.625949223836263e-07,9.704582816362337e-13
2024-10-31,0.0,0.0
2024-11-01,0.0,0.0
2024-11-02,0.0,0.0
2024-11-03,0.0,0.0
2024-11-04,2.841651439666748e-05,4.148971314658449e-09
2024-11-05,2.528230349222819e-06,1.3375135566996562e-10
2024-11-06,4.9198667208353676e-05,2.1580917176756824e-08
2024-11-07,8.637706438700358e-06,6.528537463721154e-10
2024-11-08,0.0,0.0
2024-11-09,0.0,0.0
2024-11-10,8.940696716308594e-08,1.1753561087364991e-13
2024-11-11,1.1920928955078125e-07,1.5631940186722204e-13
2024-11-12,0.0,0.0
2024-11-13,0.0,0.0
2024-11-14,0.0,0.0
2024-11-15,0.0,0.0
2024-11-16,0.0,0.0
2024-11-17,0.0,0.0
2024-11-18,7.698933283487955e-07,2.1529198177303337e-12
2024-11-19,1.961986223856608e-06,1.5369014702868182e-11
2024-11-20,0.0,0.0
2024-11-21,0.0,0.0
2024-11-22,0.0,0.0
2024-11-23,0.0,0.0
2024-11-24,0.0,0.0
2024-11-25,0.0,0.0
2024-11-26,0.0,0.0
2024-11-27,0.0,0.0
2024-11-28,0.0,0.0
2024-11-29,0.0,0.0
2024-11-30,0.0,0.0
2024-12-01,0.0,0.0
2024-12-02,0.0,0.0
2024-12-03,0.0,0.0
2024-12-04,0.0,0.0
2024-12-05,0.0,0.0
2024-12-06,0.0,0.0
2024-12-07,0.0,0.0
2024-12-08,0.0,0.0
2024-12-09,0.0,0.0
2024-12-10,0.0,0.0
2024-12-11,0.0,0.0
2024-12-12,0.0,0.0
2024-12-13,0.0,0.0
2024-12-14,0.0,0.0
2024-12-15,0.0,0.0
2024-12-16,0.0,0.0
2024-12-17,0.0,0.0
2024-12-18,0.0,0.0
2024-12-19,0.0,0.0
2024-12-20,0.0,0.0
2024-12-21,0.0,0.0
2024-12-22,0.0,0.0
2024-12-23,0.0,0.0
2024-12-24,0.0,0.0
2024-12-25,0.0,0.0
2024-12-26,0.0,0.0
2024-12-27,0.0,0.0
2024-12-28,0.0,0.0
2024-12-29,0.0,0.0
2024-12-30,0.0,0.0
2024-12-31,0.0,0.0
